Year,Player,Pos,Age,Tm,ORtg,DRtg
2016,Jusuf Nurkić,C,21,DEN,92,102
2016,J.J. O'Brien,SF,23,UTA,0,89
2016,Johnny O'Bryant,PF,22,MIL,96,111
2016,Kyle O'Quinn,PF,25,NYK,102,102
2016,Jahlil Okafor,C,20,PHI,99,110
2016,Victor Oladipo,SG,23,ORL,105,106
2016,Kelly Olynyk,C,24,BOS,110,103
2016,Kelly Oubre Jr.,SF,20,WAS,93,106
2016,Zaza Pachulia,C,31,DAL,113,104
2016,Kostas Papanikolaou,SF,25,DEN,83,109
2016,Jabari Parker,PF,20,MIL,106,111
2016,Tony Parker*,PG,33,SAS,109,103
2016,Chandler Parsons,SF,27,DAL,110,108
2016,Lamar Patterson,SG,24,ATL,89,105
2016,Patrick Patterson,PF,26,TOR,108,107
2016,Chris Paul,PG,30,LAC,119,103
2016,Adreian Payne,PF,24,MIN,81,108
2016,Cameron Payne,PG,21,OKC,104,105
2016,Elfrid Payton,PG,21,ORL,100,108
2016,Nikola Peković,C,30,MIN,94,115
2016,Kendrick Perkins,C,31,NOP,86,109
2016,Paul Pierce*,SF,38,LAC,93,105
2016,Tibor Pleiß,C,26,UTA,82,106
2016,Mason Plumlee,C,25,POR,112,104
2016,Miles Plumlee,C,27,MIL,115,107
2016,Otto Porter Jr.,SF,22,WAS,112,105
2016,Bobby Portis,PF,20,CHI,100,106
2016,Kristaps Porziņģis,PF,20,NYK,103,103
2016,Dwight Powell,PF,24,DAL,114,104
2016,Norman Powell,SG,22,TOR,107,105
2016,Phil Pressey,PG,24,TOT,88,107
2016,Phil Pressey,PG,24,PHI,89,107
2016,Phil Pressey,PG,24,PHO,86,108
2016,Ronnie Price,PG,32,PHO,102,108
2016,Pablo Prigioni,PG,38,LAC,103,104
2016,Tayshaun Prince,SF,35,MIN,100,113
2016,Julius Randle,PF,21,LAL,97,108
2016,Zach Randolph,PF,34,MEM,107,109
2016,JJ Redick,SG,31,LAC,118,109
2016,Willie Reed,C,25,BRK,116,108
2016,Josh Richardson,SG,22,MIA,112,106
2016,Austin Rivers,SG,23,LAC,101,107
2016,Andre Roberson,SG,24,OKC,119,106
2016,Brian Roberts,PG,30,TOT,111,109
2016,Brian Roberts,PG,30,CHO,110,109
2016,Brian Roberts,PG,30,POR,111,111
2016,Glenn Robinson III,SF,22,IND,102,105
2016,Nate Robinson,PG,31,NOP,121,113
2016,Thomas Robinson,PF,24,BRK,94,105
2016,Rajon Rondo,PG,29,SAC,105,107
2016,Derrick Rose,PG,27,CHI,96,110
2016,Terrence Ross,SF,24,TOR,110,107
2016,Terry Rozier,PG,21,BOS,81,107
2016,Ricky Rubio,PG,25,MIN,110,107
2016,Damjan Rudež,SF,29,MIN,102,116
2016,Brandon Rush,SG,30,GSW,108,106
2016,D'Angelo Russell,PG,19,LAL,96,112
2016,Robert Sacre,C,26,LAL,104,113
2016,JaKarr Sampson,SF,22,TOT,94,110
2016,JaKarr Sampson,SF,22,PHI,90,111
2016,JaKarr Sampson,SF,22,DEN,102,110
2016,Dennis Schröder,PG,22,ATL,97,103
2016,Luis Scola,PF,35,TOR,105,105
2016,Mike Scott,PF,27,ATL,112,104
2016,Thabo Sefolosha,SF,31,ATL,108,100
2016,Kevin Séraphin,C,26,NYK,86,105
2016,Ramon Sessions,PG,29,WAS,109,109
2016,Iman Shumpert,SG,25,CLE,97,103
2016,Jonathon Simmons,SG,26,SAS,106,102
2016,Henry Sims,C,25,BRK,104,107
2016,Kyle Singler,SF,27,OKC,102,108
2016,Donald Sloan,PG,28,BRK,110,113
2016,Marcus Smart,PG,21,BOS,101,103
2016,Greg Smith,PF,25,MIN,105,111
2016,Ish Smith,PG,27,TOT,98,110
2016,Ish Smith,PG,27,NOP,104,110
2016,Ish Smith,PG,27,PHI,96,110
2016,J.R. Smith,SG,30,CLE,110,106
2016,Jason Smith,C,29,ORL,100,105
2016,Josh Smith,PF,30,TOT,88,103
2016,Josh Smith,PF,30,LAC,90,99
2016,Josh Smith,PF,30,HOU,86,109
2016,Russ Smith,PG,24,MEM,83,104
2016,Tony Snell,SF,24,CHI,93,109
2016,Marreese Speights,C,28,GSW,102,103
2016,Tiago Splitter,C,31,ATL,113,102
2016,Nik Stauskas,SG,22,PHI,98,113
2016,Lance Stephenson,SF,25,TOT,103,107
2016,Lance Stephenson,SF,25,LAC,100,105
2016,Lance Stephenson,SF,25,MEM,105,109
2016,Alex Stepheson,PF,28,TOT,101,107
2016,Alex Stepheson,PF,28,LAC,113,101
2016,Alex Stepheson,PF,28,MEM,101,108
2016,Jarnell Stokes,C,22,TOT,131,103
2016,Jarnell Stokes,C,22,MEM,214,109
2016,Jarnell Stokes,C,22,MIA,126,101
2016,Amar'e Stoudemire,C,33,MIA,111,101
2016,Rodney Stuckey,PG,29,IND,101,105
2016,Jared Sullinger,PF,23,BOS,103,100
2016,Edy Tavares,C,23,ATL,101,99
2016,Jeff Teague,PG,27,ATL,105,104
2016,Mirza Teletović,PF,30,PHO,111,110
2016,Garrett Temple,SF,29,WAS,104,108
2016,Jason Terry,SG,38,HOU,108,112
2016,Isaiah Thomas,PG,26,BOS,113,107
2016,Lance Thomas,PF,27,NYK,107,112
2016,Hollis Thompson,SG,24,PHI,101,113
2016,Jason Thompson,C,29,TOT,119,102
2016,Jason Thompson,C,29,GSW,116,101
2016,Jason Thompson,C,29,TOR,121,103
2016,Klay Thompson,SG,25,GSW,112,107
2016,Tristan Thompson,PF,24,CLE,130,104
2016,Marcus Thornton,SG,28,TOT,104,110
2016,Marcus Thornton,SG,28,HOU,105,111
2016,Marcus Thornton,SG,28,WAS,101,105
2016,Anthony Tolliver,PF,30,DET,113,107
2016,Axel Toupane,SF,23,DEN,106,111
2016,Karl-Anthony Towns,C,20,MIN,112,106
2016,P.J. Tucker,SF,30,PHO,105,109
2016,Evan Turner,SG,27,BOS,102,104
2016,Myles Turner,C,19,IND,103,101
2016,Beno Udrih,PG,33,TOT,97,109
2016,Beno Udrih,PG,33,MEM,99,112
2016,Beno Udrih,PG,33,MIA,96,108
2016,Jonas Valančiūnas,C,23,TOR,120,102
2016,Anderson Varejão,C,33,TOT,103,102
2016,Anderson Varejão,C,33,CLE,100,102
2016,Anderson Varejão,C,33,GSW,108,103
2016,Greivis Vásquez,PG,29,MIL,90,113
2016,Rashad Vaughn,SG,19,MIL,83,112
2016,Charlie Villanueva,PF,31,DAL,92,105
2016,Noah Vonleh,PF,20,POR,98,107
2016,Nikola Vučević,C,25,ORL,106,105
2016,Sasha Vujačić,SG,31,NYK,101,107
2016,Dwyane Wade*,SG,34,MIA,103,106
2016,Dion Waiters,SG,24,OKC,99,108
2016,Kemba Walker,PG,25,CHO,112,105
2016,John Wall,PG,25,WAS,102,104
2016,T.J. Warren,SF,22,PHO,112,110
2016,C.J. Watson,PG,31,ORL,102,110
2016,Briante Weber,PG,23,TOT,88,107
2016,Briante Weber,PG,23,MEM,85,107
2016,Briante Weber,PG,23,MIA,203,103
2016,Sonny Weems,SG-SF,29,TOT,82,113
2016,Sonny Weems,SG,29,PHO,84,112
2016,Sonny Weems,SF,29,PHI,71,114
2016,David West,PF,35,SAS,114,98
2016,Russell Westbrook,PG,27,OKC,115,103
2016,Hassan Whiteside,C,26,MIA,117,95
2016,Shayne Whittington,PF,24,IND,84,103
2016,Andrew Wiggins,SF,20,MIN,106,113
2016,C.J. Wilcox,SG,25,LAC,103,104
2016,Alan Williams,PF,23,PHO,103,97
2016,Deron Williams,PG,31,DAL,105,109
2016,Derrick Williams,SF,24,NYK,110,108
2016,Elliot Williams,PG,26,MEM,86,115
2016,Lou Williams,SG,29,LAL,115,114
2016,Marvin Williams,PF,29,CHO,118,104
2016,Mo Williams,PG,33,CLE,102,108
2016,Justise Winslow,SF,19,MIA,97,105
2016,Jeff Withey,C,25,UTA,115,99
2016,Christian Wood,PF,20,PHI,107,107
2016,Metta World Peace,SF,36,LAL,95,111
2016,Brandan Wright,PF,28,MEM,119,106
2016,Delon Wright,PG,23,TOR,109,106
2016,Tony Wroten,PG,22,PHI,70,112
2016,James Young,SG,20,BOS,84,106
2016,Joe Young,PG,23,IND,88,105
2016,Nick Young,SG,30,LAL,98,115
2016,Thaddeus Young,PF,27,BRK,104,107
2016,Cody Zeller,C,23,CHO,119,102
2016,Tyler Zeller,C,26,BOS,106,105
2017,Álex Abrines,SG,23,OKC,113,110
2017,Quincy Acy,PF,26,TOT,109,110
2017,Quincy Acy,PF,26,DAL,71,113
2017,Quincy Acy,PF,26,BRK,113,110
2017,Steven Adams,C,23,OKC,114,107
2017,Arron Afflalo,SG,31,SAC,109,116
2017,Alexis Ajinça,C,28,NOP,101,104
2017,Cole Aldrich,C,28,MIN,118,107
2017,LaMarcus Aldridge,PF,31,SAS,111,104
2017,Lavoy Allen,PF,27,IND,114,110
2017,Tony Allen,SG,35,MEM,101,105
2017,Al-Farouq Aminu,PF,26,POR,100,108
2017,Chris Andersen,C,38,CLE,107,104
2017,Alan Anderson,SF,34,LAC,100,114
2017,Justin Anderson,SF,23,TOT,104,108
2017,Justin Anderson,SF,23,DAL,101,107
2017,Justin Anderson,SF,23,PHI,109,111
2017,Kyle Anderson,SF,23,SAS,109,101
2017,Ryan Anderson,PF,28,HOU,119,113
2017,Giannis Antetokounmpo,SF,22,MIL,116,104
2017,Carmelo Anthony,SF,32,NYK,108,113
2017,Joel Anthony,C,34,SAS,121,102
2017,Trevor Ariza,SF,31,HOU,113,108
2017,Darrell Arthur,PF,28,DEN,110,112
2017,Ömer Aşık,C,30,NOP,114,107
2017,D.J. Augustin,PG,29,ORL,104,115
2017,Luke Babbitt,SF,27,MIA,110,109
2017,Ron Baker,SG,23,NYK,92,113
2017,Wade Baldwin,PG,20,MEM,83,107
2017,Leandro Barbosa,SG,34,PHO,103,114
2017,J.J. Barea,PG,32,DAL,106,112
2017,Harrison Barnes,PF,24,DAL,106,111
2017,Matt Barnes,SF,36,TOT,102,109
2017,Matt Barnes,SF,36,SAC,100,111
2017,Matt Barnes,SF,36,GSW,110,104
2017,Will Barton,SG,26,DEN,112,114
2017,Brandon Bass,PF,31,LAC,125,109
2017,Nicolas Batum,SG,28,CHO,105,108
2017,Jerryd Bayless,PG,28,PHI,90,114
2017,Aron Baynes,C,30,DET,114,106
2017,Kent Bazemore,SF,27,ATL,97,106
2017,Bradley Beal,SG,23,WAS,117,112
2017,Malik Beasley,SG,20,DEN,107,114
2017,Michael Beasley,PF,28,MIL,106,109
2017,Marco Belinelli,SG,30,CHO,110,112
2017,DeAndre' Bembry,SF,22,ATL,97,108
2017,Dragan Bender,PF,19,PHO,86,113
2017,Anthony Bennett,PF,23,BRK,110,111
2017,Ben Bentil,PF,21,DAL,0,111
2017,Dāvis Bertāns,PF,24,SAS,115,105
2017,Patrick Beverley,SG,28,HOU,116,108
2017,Bismack Biyombo,C,24,ORL,106,108
2017,Nemanja Bjelica,PF,28,MIN,105,111
2017,Tarik Black,C,25,LAL,114,111
2017,Eric Bledsoe,PG,27,PHO,111,112
2017,Bojan Bogdanović,SF,27,TOT,108,114
2017,Bojan Bogdanović,SF,27,BRK,106,114
2017,Bojan Bogdanović,SF,27,WAS,113,113
2017,Andrew Bogut,C,32,TOT,93,104
2017,Andrew Bogut,C,32,DAL,93,104
2017,Andrew Bogut,C,32,CLE,,114
2017,Joel Bolomboy,PF,23,UTA,117,102
2017,Devin Booker,SG,20,PHO,103,116
2017,Trevor Booker,PF,29,BRK,105,107
2017,Avery Bradley,SG,26,BOS,105,108
2017,Corey Brewer,SF,30,TOT,101,110
2017,Corey Brewer,SF,30,HOU,100,110
2017,Corey Brewer,SF,30,LAL,101,110
2017,Malcolm Brogdon,SG,24,MIL,111,111
2017,Aaron Brooks,PG,32,IND,98,113
2017,Anthony Brown,SF,24,TOT,89,108
2017,Anthony Brown,SF,24,NOP,85,108
2017,Anthony Brown,SF,24,ORL,104,110
2017,Bobby Brown,PG,32,HOU,105,116
2017,Jaylen Brown,SF,20,BOS,102,110
2017,Nicolás Brussino,SG,23,DAL,101,109
2017,Reggie Bullock,SF,25,DET,112,108
2017,Trey Burke,PG,24,WAS,103,114
2017,Alec Burks,SG,25,UTA,98,106
2017,Jimmy Butler,SF,27,CHI,123,106
2017,Bruno Caboclo,SF,21,TOR,103,106
2017,José Calderón,PG,35,TOT,100,113
2017,José Calderón,PG,35,LAL,98,115
2017,José Calderón,PG,35,ATL,103,110
2017,Kentavious Caldwell-Pope,SG,23,DET,107,109
2017,Isaiah Canaan,SG,25,CHI,100,110
2017,Clint Capela,C,22,HOU,122,106
2017,DeMarre Carroll,SF,30,TOR,110,108
2017,Vince Carter*,SF,40,MEM,112,108
2017,Michael Carter-Williams,PG,25,CHI,90,105
2017,Omri Casspi,PF,28,TOT,102,112
2017,Omri Casspi,PF,28,SAC,102,112
2017,Omri Casspi,PF,28,NOP,101,115
2017,Omri Casspi,PF,28,MIN,100,112
2017,Willie Cauley-Stein,C,23,SAC,109,109
2017,Tyson Chandler,C,34,PHO,129,109
2017,Wilson Chandler,SF,29,DEN,109,113
2017,Marquese Chriss,PF,19,PHO,102,110
2017,Rakeem Christmas,PF,25,IND,115,111
2017,Semaj Christon,PG,24,OKC,91,111
2017,Ian Clark,SG,25,GSW,108,108
2017,Jordan Clarkson,SG,24,LAL,102,115
2017,Norris Cole,PG,28,OKC,84,107
2017,Darren Collison,PG,29,SAC,113,114
2017,Nick Collison,PF,36,OKC,130,109
2017,Mike Conley,PG,29,MEM,121,108
2017,Pat Connaughton,SG,24,POR,117,113
2017,Quinn Cook,PG,23,TOT,105,114
2017,Quinn Cook,PG,23,DAL,90,115
2017,Quinn Cook,PG,23,NOP,116,113
2017,DeMarcus Cousins,C,26,TOT,107,105
2017,DeMarcus Cousins,C,26,SAC,108,106
2017,DeMarcus Cousins,C,26,NOP,104,101
2017,Robert Covington,SF,26,PHI,100,105
2017,Allen Crabbe,SG,24,POR,117,114
2017,Jamal Crawford,SG,36,LAC,102,112
2017,Jordan Crawford,SG,28,NOP,110,112
2017,Jae Crowder,SF,26,BOS,118,108
2017,Dante Cunningham,PF,29,NOP,114,109
2017,Seth Curry,PG,26,DAL,113,110
2017,Stephen Curry,PG,28,GSW,119,105
2017,Troy Daniels,SG,25,MEM,104,112
2017,Anthony Davis,C,23,NOP,112,102
2017,Deyonta Davis,C,20,MEM,107,105
2017,Ed Davis,PF,27,POR,116,110
2017,Dewayne Dedmon,C,27,SAS,122,99
2017,Sam Dekker,PF,22,HOU,115,110
2017,Malcolm Delaney,PG,27,ATL,92,109
2017,Matthew Dellavedova,PG,26,MIL,102,114
2017,Luol Deng,SF,31,LAL,101,113
2017,DeMar DeRozan,SG,27,TOR,113,110
2017,Cheick Diallo,PF,20,NOP,107,105
2017,Boris Diaw,PF,34,UTA,99,109
2017,Gorgui Dieng,PF,27,MIN,114,110
2017,Spencer Dinwiddie,PG,23,BRK,116,112
2017,Toney Douglas,PG,30,MEM,99,106
2017,Goran Dragić,PG,30,MIA,112,109
2017,Andre Drummond,C,23,DET,104,99
2017,Jared Dudley,PF,31,PHO,109,113
2017,Mike Dunleavy,SF,36,TOT,112,111
2017,Mike Dunleavy,SF,36,CLE,104,113
2017,Mike Dunleavy,SF,36,ATL,118,109
2017,Kris Dunn,PG,22,MIN,90,109
2017,Kevin Durant,PF,28,GSW,125,101
2017,Jarell Eddie,SF,25,PHO,112,117
2017,Henry Ellenson,PF,20,DET,82,109
2017,Wayne Ellington,SG,29,MIA,114,111
2017,Monta Ellis,SG,31,IND,97,110
2017,Joel Embiid,C,22,PHI,103,102
2017,James Ennis III,SF,26,MEM,113,108
2017,Tyler Ennis,PG,22,TOT,102,114
2017,Tyler Ennis,PG,22,HOU,85,112
2017,Tyler Ennis,PG,22,LAL,111,114
2017,Tyreke Evans,SF,27,TOT,99,108
2017,Tyreke Evans,SF,27,NOP,98,106
2017,Tyreke Evans,SF,27,SAC,99,111
2017,Dante Exum,PG,21,UTA,100,109
2017,Kenneth Faried,PF,27,DEN,123,110
2017,Jordan Farmar,PG,30,SAC,105,112
2017,Derrick Favors,PF,25,UTA,104,102
2017,Kay Felder,PG,21,CLE,95,110
2017,Cristiano Felício,C,24,CHI,126,107
2017,Raymond Felton,PG,32,LAC,101,109
2017,Yogi Ferrell,PG,23,TOT,106,111
2017,Yogi Ferrell,PG,23,BRK,90,116
2017,Yogi Ferrell,PG,23,DAL,108,110
2017,Dorian Finney-Smith,PF,23,DAL,99,110
2017,Bryn Forbes,SG,23,SAS,95,110
2017,Evan Fournier,SG,24,ORL,106,114
2017,Randy Foye,SG,33,BRK,95,113
2017,Tim Frazier,PG,26,NOP,106,110
2017,Enes Freedom,C,24,OKC,116,107
2017,Channing Frye,C,33,CLE,115,109
2017,Danilo Gallinari,SF,28,DEN,126,115
2017,Langston Galloway,PG,25,TOT,101,111
2017,Langston Galloway,PG,25,NOP,102,110
2017,Langston Galloway,PG,25,SAC,100,116
2017,Patricio Garino,SG,23,ORL,8,115
2017,Marc Gasol,C,32,MEM,111,106
2017,Pau Gasol*,C,36,SAS,116,102
2017,Rudy Gay,SF,30,SAC,105,109
2017,Michael Gbinije,SG,24,DET,64,114
2017,Alonzo Gee,SF,29,DEN,78,111
2017,Paul George,SF,26,IND,109,108
2017,Marcus Georges-Hunt,SG,22,ORL,121,112
2017,Jonathan Gibson,PG,29,DAL,91,111
2017,Taj Gibson,PF,31,TOT,107,107
2017,Taj Gibson,PF,31,CHI,108,107
2017,Taj Gibson,PF,31,OKC,104,108
2017,Manu Ginóbili*,SG,39,SAS,104,102
2017,Rudy Gobert,C,24,UTA,129,99
2017,Archie Goodwin,SG,22,TOT,122,113
2017,Archie Goodwin,SG,22,NOP,174,115
2017,Archie Goodwin,SG,22,BRK,117,113
2017,Aaron Gordon,SF,21,ORL,107,111
2017,Eric Gordon,SG,28,HOU,109,113
2017,Marcin Gortat,C,32,WAS,117,108
2017,Treveon Graham,SG,23,CHO,122,111
2017,Jerami Grant,PF,22,TOT,111,108
2017,Jerami Grant,PF,22,PHI,70,108
2017,Jerami Grant,PF,22,OKC,113,108
2017,Jerian Grant,PG,24,CHI,114,108
2017,Danny Green,SG,29,SAS,103,104
2017,Draymond Green,PF,26,GSW,111,99
2017,Gerald Green,SF,31,BOS,102,111
2017,JaMychal Green,PF,26,MEM,117,107
2017,Jeff Green,PF,30,ORL,99,113
2017,Blake Griffin,PF,27,LAC,115,108
2017,Justin Hamilton,C,26,BRK,109,110
2017,A.J. Hammons,C,24,DAL,87,106
2017,Tim Hardaway Jr.,SG,24,ATL,110,109
2017,James Harden,PG,27,HOU,118,107
2017,Maurice Harkless,SF,23,POR,112,110
2017,Justin Harper,PF,27,PHI,82,115
2017,Montrezl Harrell,C,23,HOU,129,110
2017,Devin Harris,PG,33,DAL,108,109
2017,Gary Harris,SG,22,DEN,121,114
2017,Joe Harris,SG,25,BRK,101,113
2017,Manny Harris,SG,27,DAL,61,110
2017,Tobias Harris,PF,24,DET,113,108
2017,Aaron Harrison,SG,22,CHO,55,112
2017,Andrew Harrison,PG,22,MEM,100,109
2017,Udonis Haslem,C,36,MIA,98,103
2017,Spencer Hawes,PF,28,TOT,108,107
2017,Spencer Hawes,PF,28,CHO,105,107
2017,Spencer Hawes,PF,28,MIL,119,109
2017,Gordon Hayward,SF,26,UTA,118,106
2017,Gerald Henderson,SG,29,PHI,106,112
2017,John Henson,C,26,MIL,110,106
2017,Juancho Hernangómez,PF,21,DEN,117,112
2017,Willy Hernangómez,C,22,NYK,111,107
2017,Mario Hezonja,SF,21,ORL,87,111
2017,Roy Hibbert,C,30,TOT,117,107
2017,Roy Hibbert,C,30,CHO,117,107
2017,Roy Hibbert,C,30,DEN,112,106
2017,Buddy Hield,SG,24,TOT,100,112
2017,Buddy Hield,SG,24,NOP,97,111
2017,Buddy Hield,SG,24,SAC,105,113
2017,Nenê,C,34,HOU,118,106
2017,George Hill,PG,30,UTA,119,107
2017,Jordan Hill,C,29,MIN,90,114
2017,Solomon Hill,SF,25,NOP,103,109
2017,Darrun Hilliard,SG,23,DET,87,109
2017,Jrue Holiday,PG,26,NOP,104,108
2017,Justin Holiday,SG,27,NYK,108,111
2017,Rondae Hollis-Jefferson,SF,22,BRK,102,107
2017,Richaun Holmes,C,23,PHI,117,106
2017,Rodney Hood,SG,24,UTA,104,107
2017,Al Horford,C,30,BOS,114,107
2017,Danuel House Jr.,SG,23,WAS,,89
2017,Dwight Howard,C,31,ATL,115,100
2017,Marcelo Huertas,PG,33,LAL,92,114
2017,Josh Huestis,PF,25,OKC,143,106
2017,Kris Humphries,PF,31,ATL,108,104
2017,R.J. Hunter,SG,23,CHI,0,113
2017,Serge Ibaka,PF,27,TOT,109,109
2017,Serge Ibaka,PF,27,ORL,111,109
2017,Serge Ibaka,PF,27,TOR,105,108
2017,Andre Iguodala,SF,33,GSW,129,105
2017,Ersan İlyasova,PF,29,TOT,107,108
2017,Ersan İlyasova,PF,29,OKC,83,104
2017,Ersan İlyasova,PF,29,PHI,107,110
2017,Ersan İlyasova,PF,29,ATL,107,105
2017,Joe Ingles,SF,29,UTA,112,105
2017,Brandon Ingram,SF,19,LAL,96,115
2017,Kyrie Irving,PG,24,CLE,116,112
2017,Jarrett Jack,PG,33,NOP,105,110
2017,Demetrius Jackson,PG,22,BOS,167,114
2017,Pierre Jackson,PG,25,DAL,99,112
2017,Reggie Jackson,PG,26,DET,103,110
2017,LeBron James,SF,32,CLE,119,108
2017,Al Jefferson,C,32,IND,109,108
2017,Richard Jefferson,SF,36,CLE,111,113
2017,John Jenkins,SG,25,PHO,135,119
2017,Brandon Jennings,PG,27,TOT,104,113
2017,Brandon Jennings,PG,27,NYK,105,113
2017,Brandon Jennings,PG,27,WAS,98,111
2017,Jonas Jerebko,PF,29,BOS,109,109
2017,Amir Johnson,PF,29,BOS,121,107
2017,Brice Johnson,PF,22,LAC,67,80
2017,James Johnson,PF,29,MIA,107,105
2017,Joe Johnson,SF,35,UTA,109,108
2017,Stanley Johnson,SF,20,DET,88,107
2017,Tyler Johnson,PG,24,MIA,112,107
2017,Wesley Johnson,SF,29,LAC,94,105
2017,Nikola Jokić,C,21,DEN,126,109
2017,Dahntay Jones,SF,36,CLE,97,116
2017,Damian Jones,C,21,GSW,87,105
2017,Derrick Jones Jr.,SF,19,PHO,124,115
2017,James Jones,SF,36,CLE,122,113
2017,Terrence Jones,PF,25,TOT,103,105
2017,Terrence Jones,PF,25,NOP,103,105
2017,Terrence Jones,PF,25,MIL,0,74
2017,Tyus Jones,PG,20,MIN,114,111
2017,DeAndre Jordan,C,28,LAC,129,102
2017,Cory Joseph,PG,25,TOR,108,110
2017,Frank Kaminsky,C,23,CHO,102,110
2017,Ryan Kelly,PF,25,ATL,87,104
2017,Michael Kidd-Gilchrist,SF,23,CHO,113,106
2017,Sean Kilpatrick,SG,27,BRK,102,112
2017,Brandon Knight,SG,25,PHO,101,116
2017,Kyle Korver,SG,35,TOT,116,111
2017,Kyle Korver,SG,35,ATL,109,109
2017,Kyle Korver,SG,35,CLE,122,114
2017,Kosta Koufos,C,27,SAC,109,109
2017,Mindaugas Kuzminskas,SF,27,NYK,107,114
2017,Skal Labissière,PF,20,SAC,110,110
2017,Jeremy Lamb,SG,24,CHO,109,108
2017,Nicolás Laprovíttola,PG,27,SAS,99,108
2017,Joffrey Lauvergne,PF-C,25,TOT,104,108
2017,Joffrey Lauvergne,PF,25,OKC,108,108
2017,Joffrey Lauvergne,C,25,CHI,95,107
2017,Zach LaVine,SG,21,MIN,112,115
2017,Ty Lawson,PG,29,SAC,110,113
2017,Jake Layman,SF,22,POR,84,113
2017,Courtney Lee,SG,31,NYK,115,114
2017,David Lee,PF,33,SAS,120,103
2017,Alex Len,C,23,PHO,108,108
2017,Kawhi Leonard,SF,25,SAS,121,102
2017,Meyers Leonard,PF,24,POR,105,112
2017,Jon Leuer,PF,27,DET,113,109
2017,Caris LeVert,SF,22,BRK,107,111
2017,DeAndre Liggins,SG,28,TOT,92,107
2017,DeAndre Liggins,SG,28,CLE,91,108
2017,DeAndre Liggins,SG,28,DAL,128,103
2017,Damian Lillard,PG,26,POR,118,113
2017,Jeremy Lin,PG,28,BRK,109,109
2017,Shaun Livingston,PG,31,GSW,110,108
2017,Shawn Long,C,24,PHI,118,106
2017,Kevon Looney,C,20,GSW,118,103
2017,Brook Lopez,C,28,BRK,108,111
2017,Robin Lopez,C,28,CHI,108,108
2017,Kevin Love,PF,28,CLE,114,107
2017,Kyle Lowry,PG,30,TOR,123,109
2017,John Lucas III,PG,34,MIN,70,101
2017,Timothé Luwawu-Cabarrot,SF,21,PHI,100,111
2017,Trey Lyles,PF,21,UTA,94,106
2017,Sheldon Mac,SG,24,WAS,112,112
2017,Shelvin Mack,PG,26,UTA,99,107
2017,Ian Mahinmi,C,30,WAS,110,104
2017,Thon Maker,C,19,MIL,114,110
2017,Boban Marjanović,C,28,DET,128,103
2017,Jarell Martin,PF,22,MEM,96,105
2017,Wesley Matthews,SG,30,DAL,104,110
2017,Luc Mbah a Moute,SF,30,LAC,111,109
2017,James Michael McAdoo,PF,24,GSW,108,103
2017,Patrick McCaw,SG,21,GSW,107,108
2017,CJ McCollum,SG,25,POR,114,113
2017,T.J. McConnell,PG,24,PHI,107,108
2017,Chris McCullough,PF,21,TOT,107,112
2017,Chris McCullough,PF,21,BRK,113,113
2017,Chris McCullough,PF,21,WAS,37,98
2017,K.J. McDaniels,SF,23,TOT,100,109
2017,K.J. McDaniels,SF,23,HOU,102,109
2017,K.J. McDaniels,SF,23,BRK,100,109
2017,Doug McDermott,SF,25,TOT,112,112
2017,Doug McDermott,SF,25,CHI,111,112
2017,Doug McDermott,SF,25,OKC,116,113
2017,JaVale McGee,C,29,GSW,120,101
2017,Rodney McGruder,SG,25,MIA,108,110
2017,Ben McLemore,SG,23,SAC,99,114
2017,Jordan McRae,SG,25,CLE,99,113
2017,Josh McRoberts,PF,29,MIA,97,108
2017,Jodie Meeks,SG,29,ORL,107,111
2017,Salah Mejri,C,30,DAL,121,102
2017,Jordan Mickey,PF,22,BOS,96,108
2017,Khris Middleton,SF,25,MIL,106,109
2017,C.J. Miles,SF,29,IND,115,111
2017,Mike Miller,SF,36,DEN,98,113
2017,Patty Mills,PG,28,SAS,114,107
2017,Elijah Millsap,SG,29,PHO,57,117
2017,Paul Millsap,PF,31,ATL,108,104
2017,Nikola Mirotić,PF,25,CHI,107,105
2017,Greg Monroe,C,26,MIL,111,105
2017,E'Twaun Moore,SG,27,NOP,107,111
2017,Marcus Morris,SF,27,DET,105,109
2017,Markieff Morris,PF,27,WAS,106,109
2017,Anthony Morrow,SG,31,TOT,112,112
2017,Anthony Morrow,SG,31,OKC,108,111
2017,Anthony Morrow,SG,31,CHI,137,113
2017,Donatas Motiejūnas,PF,26,NOP,91,106
2017,Timofey Mozgov,C,30,LAL,106,114
2017,Emmanuel Mudiay,PG,20,DEN,98,114
2017,Shabazz Muhammad,SF,24,MIN,114,116
2017,Dejounte Murray,PG,20,SAS,91,106
2017,Jamal Murray,SG,19,DEN,103,114
2017,Mike Muscala,C,25,ATL,116,107
2017,Larry Nance Jr.,PF,24,LAL,117,109
2017,Shabazz Napier,PG,25,POR,102,109
2017,Maurice Ndour,PF,24,NYK,104,110
2017,Gary Neal,SG,32,ATL,61,114
2017,Jameer Nelson,PG,34,DEN,111,115
2017,Raul Neto,PG,24,UTA,105,104
2017,Georges Niang,PF,23,IND,62,110
2017,Andrew Nicholson,PF,27,TOT,85,108
2017,Andrew Nicholson,PF,27,WAS,87,108
2017,Andrew Nicholson,PF,27,BRK,81,108
2017,Joakim Noah,C,31,NYK,111,108
2017,Nerlens Noel,C,22,TOT,119,102
